variable,estimate,year,month,data_day,equiv_day,geography,concept
Total Cargo - IN,19825,2022,12,2022-12-01,2023-12-01,Seattle-Tacoma International Airport,Airport Operations
Total Cargo - OUT,18100,2022,12,2022-12-01,2023-12-01,Seattle-Tacoma International Airport,Airport Operations
CARGO GRAND TOTAL,37925,2022,12,2022-12-01,2023-12-01,Seattle-Tacoma International Airport,Airport Operations
Air Carrier,30335,2022,12,2022-12-01,2023-12-01,Seattle-Tacoma International Airport,Airport Operations
Air Taxi,344,2022,12,2022-12-01,2023-12-01,Seattle-Tacoma International Airport,Airport Operations
General Aviation,82,2022,12,2022-12-01,2023-12-01,Seattle-Tacoma International Airport,Airport Operations
Military,0,2022,12,2022-12-01,2023-12-01,Seattle-Tacoma International Airport,Airport Operations
OPERATIONS GRAND TOTAL,30761,2022,12,2022-12-01,2023-12-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Passengers - IN,1503769,2023,01,2023-01-01,2023-01-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Passengers - OUT,1491881,2023,01,2023-01-01,2023-01-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - Domestic Passengers,2995650,2023,01,2023-01-01,2023-01-01,Seattle-Tacoma International Airport,Airport Operations
International Passengers - IN,202694,2023,01,2023-01-01,2023-01-01,Seattle-Tacoma International Airport,Airport Operations
International Passengers - OUT,186673,2023,01,2023-01-01,2023-01-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - International Passengers,389367,2023,01,2023-01-01,2023-01-01,Seattle-Tacoma International Airport,Airport Operations
Total Passengers - IN,1706463,2023,01,2023-01-01,2023-01-01,Seattle-Tacoma International Airport,Airport Operations
Total Passengers - OUT,1678554,2023,01,2023-01-01,2023-01-01,Seattle-Tacoma International Airport,Airport Operations
PASSENGER GRAND TOTAL,3385017,2023,01,2023-01-01,2023-01-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Freight - IN,13288,2023,01,2023-01-01,2023-01-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Freight - OUT,10445,2023,01,2023-01-01,2023-01-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - Domestic Air Freight,23733,2023,01,2023-01-01,2023-01-01,Seattle-Tacoma International Airport,Airport Operations
International Air Freight - IN,3582,2023,01,2023-01-01,2023-01-01,Seattle-Tacoma International Airport,Airport Operations
International Air Freight - OUT,4365,2023,01,2023-01-01,2023-01-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - International Air Freight,7947,2023,01,2023-01-01,2023-01-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Freight - IN,16870,2023,01,2023-01-01,2023-01-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Freight - OUT,14810,2023,01,2023-01-01,2023-01-01,Seattle-Tacoma International Airport,Airport Operations
Air Freight Grand Total,31680,2023,01,2023-01-01,2023-01-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Mail - IN,0,2023,01,2023-01-01,2023-01-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Mail - OUT,0,2023,01,2023-01-01,2023-01-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - Domestic Air Mail,0,2023,01,2023-01-01,2023-01-01,Seattle-Tacoma International Airport,Airport Operations
International Air Mail - IN,0,2023,01,2023-01-01,2023-01-01,Seattle-Tacoma International Airport,Airport Operations
International Air Mail - OUT,0,2023,01,2023-01-01,2023-01-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - International Air Mail,0,2023,01,2023-01-01,2023-01-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Mail - IN,0,2023,01,2023-01-01,2023-01-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Mail - OUT,0,2023,01,2023-01-01,2023-01-01,Seattle-Tacoma International Airport,Airport Operations
Air Mail Grand Total,0,2023,01,2023-01-01,2023-01-01,Seattle-Tacoma International Airport,Airport Operations
Total Cargo - IN,16870,2023,01,2023-01-01,2023-01-01,Seattle-Tacoma International Airport,Airport Operations
Total Cargo - OUT,14810,2023,01,2023-01-01,2023-01-01,Seattle-Tacoma International Airport,Airport Operations
CARGO GRAND TOTAL,31680,2023,01,2023-01-01,2023-01-01,Seattle-Tacoma International Airport,Airport Operations
Air Carrier,31454,2023,01,2023-01-01,2023-01-01,Seattle-Tacoma International Airport,Airport Operations
Air Taxi,276,2023,01,2023-01-01,2023-01-01,Seattle-Tacoma International Airport,Airport Operations
General Aviation,74,2023,01,2023-01-01,2023-01-01,Seattle-Tacoma International Airport,Airport Operations
Military,4,2023,01,2023-01-01,2023-01-01,Seattle-Tacoma International Airport,Airport Operations
OPERATIONS GRAND TOTAL,31808,2023,01,2023-01-01,2023-01-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Passengers - IN,1429357,2023,02,2023-02-01,2023-02-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Passengers - OUT,1437952,2023,02,2023-02-01,2023-02-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - Domestic Passengers,2867309,2023,02,2023-02-01,2023-02-01,Seattle-Tacoma International Airport,Airport Operations
International Passengers - IN,172287,2023,02,2023-02-01,2023-02-01,Seattle-Tacoma International Airport,Airport Operations
International Passengers - OUT,171717,2023,02,2023-02-01,2023-02-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - International Passengers,344004,2023,02,2023-02-01,2023-02-01,Seattle-Tacoma International Airport,Airport Operations
Total Passengers - IN,1601644,2023,02,2023-02-01,2023-02-01,Seattle-Tacoma International Airport,Airport Operations
Total Passengers - OUT,1609669,2023,02,2023-02-01,2023-02-01,Seattle-Tacoma International Airport,Airport Operations
PASSENGER GRAND TOTAL,3211313,2023,02,2023-02-01,2023-02-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Freight - IN,12525,2023,02,2023-02-01,2023-02-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Freight - OUT,8853,2023,02,2023-02-01,2023-02-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - Domestic Air Freight,21378,2023,02,2023-02-01,2023-02-01,Seattle-Tacoma International Airport,Airport Operations
International Air Freight - IN,3782,2023,02,2023-02-01,2023-02-01,Seattle-Tacoma International Airport,Airport Operations
International Air Freight - OUT,4473,2023,02,2023-02-01,2023-02-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - International Air Freight,8255,2023,02,2023-02-01,2023-02-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Freight - IN,16308,2023,02,2023-02-01,2023-02-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Freight - OUT,13326,2023,02,2023-02-01,2023-02-01,Seattle-Tacoma International Airport,Airport Operations
Air Freight Grand Total,29634,2023,02,2023-02-01,2023-02-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Mail - IN,0,2023,02,2023-02-01,2023-02-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Mail - OUT,0,2023,02,2023-02-01,2023-02-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - Domestic Air Mail,0,2023,02,2023-02-01,2023-02-01,Seattle-Tacoma International Airport,Airport Operations
International Air Mail - IN,0,2023,02,2023-02-01,2023-02-01,Seattle-Tacoma International Airport,Airport Operations
International Air Mail - OUT,0,2023,02,2023-02-01,2023-02-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - International Air Mail,0,2023,02,2023-02-01,2023-02-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Mail - IN,0,2023,02,2023-02-01,2023-02-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Mail - OUT,0,2023,02,2023-02-01,2023-02-01,Seattle-Tacoma International Airport,Airport Operations
Air Mail Grand Total,0,2023,02,2023-02-01,2023-02-01,Seattle-Tacoma International Airport,Airport Operations
Total Cargo - IN,16308,2023,02,2023-02-01,2023-02-01,Seattle-Tacoma International Airport,Airport Operations
Total Cargo - OUT,13326,2023,02,2023-02-01,2023-02-01,Seattle-Tacoma International Airport,Airport Operations
CARGO GRAND TOTAL,29634,2023,02,2023-02-01,2023-02-01,Seattle-Tacoma International Airport,Airport Operations
Air Carrier,28477,2023,02,2023-02-01,2023-02-01,Seattle-Tacoma International Airport,Airport Operations
Air Taxi,281,2023,02,2023-02-01,2023-02-01,Seattle-Tacoma International Airport,Airport Operations
General Aviation,127,2023,02,2023-02-01,2023-02-01,Seattle-Tacoma International Airport,Airport Operations
Military,6,2023,02,2023-02-01,2023-02-01,Seattle-Tacoma International Airport,Airport Operations
OPERATIONS GRAND TOTAL,28891,2023,02,2023-02-01,2023-02-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Passengers - IN,1736763,2023,03,2023-03-01,2023-03-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Passengers - OUT,1719042,2023,03,2023-03-01,2023-03-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - Domestic Passengers,3455805,2023,03,2023-03-01,2023-03-01,Seattle-Tacoma International Airport,Airport Operations
International Passengers - IN,223031,2023,03,2023-03-01,2023-03-01,Seattle-Tacoma International Airport,Airport Operations
International Passengers - OUT,214414,2023,03,2023-03-01,2023-03-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - International Passengers,437445,2023,03,2023-03-01,2023-03-01,Seattle-Tacoma International Airport,Airport Operations
Total Passengers - IN,1959794,2023,03,2023-03-01,2023-03-01,Seattle-Tacoma International Airport,Airport Operations
Total Passengers - OUT,1933456,2023,03,2023-03-01,2023-03-01,Seattle-Tacoma International Airport,Airport Operations
PASSENGER GRAND TOTAL,3893250,2023,03,2023-03-01,2023-03-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Freight - IN,14417,2023,03,2023-03-01,2023-03-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Freight - OUT,10998,2023,03,2023-03-01,2023-03-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - Domestic Air Freight,25415,2023,03,2023-03-01,2023-03-01,Seattle-Tacoma International Airport,Airport Operations
International Air Freight - IN,4511,2023,03,2023-03-01,2023-03-01,Seattle-Tacoma International Airport,Airport Operations
International Air Freight - OUT,5095,2023,03,2023-03-01,2023-03-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - International Air Freight,9606,2023,03,2023-03-01,2023-03-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Freight - IN,18928,2023,03,2023-03-01,2023-03-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Freight - OUT,16093,2023,03,2023-03-01,2023-03-01,Seattle-Tacoma International Airport,Airport Operations
Air Freight Grand Total,35021,2023,03,2023-03-01,2023-03-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Mail - IN,0,2023,03,2023-03-01,2023-03-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Mail - OUT,0,2023,03,2023-03-01,2023-03-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - Domestic Air Mail,0,2023,03,2023-03-01,2023-03-01,Seattle-Tacoma International Airport,Airport Operations
International Air Mail - IN,0,2023,03,2023-03-01,2023-03-01,Seattle-Tacoma International Airport,Airport Operations
International Air Mail - OUT,0,2023,03,2023-03-01,2023-03-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - International Air Mail,0,2023,03,2023-03-01,2023-03-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Mail - IN,0,2023,03,2023-03-01,2023-03-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Mail - OUT,0,2023,03,2023-03-01,2023-03-01,Seattle-Tacoma International Airport,Airport Operations
Air Mail Grand Total,0,2023,03,2023-03-01,2023-03-01,Seattle-Tacoma International Airport,Airport Operations
Total Cargo - IN,18928,2023,03,2023-03-01,2023-03-01,Seattle-Tacoma International Airport,Airport Operations
Total Cargo - OUT,16093,2023,03,2023-03-01,2023-03-01,Seattle-Tacoma International Airport,Airport Operations
CARGO GRAND TOTAL,35021,2023,03,2023-03-01,2023-03-01,Seattle-Tacoma International Airport,Airport Operations
Air Carrier,32513,2023,03,2023-03-01,2023-03-01,Seattle-Tacoma International Airport,Airport Operations
Air Taxi,346,2023,03,2023-03-01,2023-03-01,Seattle-Tacoma International Airport,Airport Operations
General Aviation,117,2023,03,2023-03-01,2023-03-01,Seattle-Tacoma International Airport,Airport Operations
Military,5,2023,03,2023-03-01,2023-03-01,Seattle-Tacoma International Airport,Airport Operations
OPERATIONS GRAND TOTAL,32981,2023,03,2023-03-01,2023-03-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Passengers - IN,1770998,2023,04,2023-04-01,2023-04-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Passengers - OUT,1753758,2023,04,2023-04-01,2023-04-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - Domestic Passengers,3524756,2023,04,2023-04-01,2023-04-01,Seattle-Tacoma International Airport,Airport Operations
International Passengers - IN,236658,2023,04,2023-04-01,2023-04-01,Seattle-Tacoma International Airport,Airport Operations
International Passengers - OUT,220455,2023,04,2023-04-01,2023-04-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - International Passengers,457113,2023,04,2023-04-01,2023-04-01,Seattle-Tacoma International Airport,Airport Operations
Total Passengers - IN,2007656,2023,04,2023-04-01,2023-04-01,Seattle-Tacoma International Airport,Airport Operations
Total Passengers - OUT,1974213,2023,04,2023-04-01,2023-04-01,Seattle-Tacoma International Airport,Airport Operations
PASSENGER GRAND TOTAL,3981869,2023,04,2023-04-01,2023-04-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Freight - IN,13801,2023,04,2023-04-01,2023-04-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Freight - OUT,9919,2023,04,2023-04-01,2023-04-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - Domestic Air Freight,23720,2023,04,2023-04-01,2023-04-01,Seattle-Tacoma International Airport,Airport Operations
International Air Freight - IN,3899,2023,04,2023-04-01,2023-04-01,Seattle-Tacoma International Airport,Airport Operations
International Air Freight - OUT,4301,2023,04,2023-04-01,2023-04-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - International Air Freight,8200,2023,04,2023-04-01,2023-04-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Freight - IN,17700,2023,04,2023-04-01,2023-04-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Freight - OUT,14220,2023,04,2023-04-01,2023-04-01,Seattle-Tacoma International Airport,Airport Operations
Air Freight Grand Total,31920,2023,04,2023-04-01,2023-04-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Mail - IN,0,2023,04,2023-04-01,2023-04-01,Seattle-Tacoma International Airport,Airport Operations
Domestic Air Mail - OUT,0,2023,04,2023-04-01,2023-04-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - Domestic Air Mail,0,2023,04,2023-04-01,2023-04-01,Seattle-Tacoma International Airport,Airport Operations
International Air Mail - IN,0,2023,04,2023-04-01,2023-04-01,Seattle-Tacoma International Airport,Airport Operations
International Air Mail - OUT,0,2023,04,2023-04-01,2023-04-01,Seattle-Tacoma International Airport,Airport Operations
Subtotal - International Air Mail,0,2023,04,2023-04-01,2023-04-01,Seattle-Tacoma International Airport,Airport Operations
Total Air Mail - IN,0,2023,04,2023-04-01,2023-04-01,Seattle-Tacoma International Airport,Airport Operations
